analysis_mode,language,feature,n_emergency,n_normal,mean_emergency,mean_normal,cohens_d,ci_low,ci_high
sensitivity,Italian,alpha_ratio,1986,986,0.24718529558279995,0.16297237598747993,0.27773637866428585,0.2225782722234726,0.33339744806289673
sensitivity,Italian,spectral_centroid,1986,986,1046.8608670536971,957.0587120843553,0.23693970156121083,0.17209076881408691,0.30615654587745667
sensitivity,Italian,spectral_bandwidth,1986,986,716.1952013028894,632.1079951083175,0.3864525966752069,0.3057871460914612,0.45486316084861755
sensitivity,Italian,low_band_ratio,1986,986,0.5480331436927494,0.5605506503316602,-0.06351113615130301,-0.14162595570087433,0.017346180975437164
sensitivity,Italian,mid_band_ratio,1986,986,0.38872419008597214,0.3971092122596712,-0.0459449665783439,-0.11778348684310913,0.016609452664852142
sensitivity,Italian,high_band_ratio,1986,986,0.06323290519948625,0.04233631514834184,0.2978006936774698,0.23395974934101105,0.3649454712867737
sensitivity,Italian,pitch_mean,1986,986,209.59126402972112,173.92896362674617,0.6647986965210072,0.598175585269928,0.7254086136817932
sensitivity,Italian,pitch_std,1986,986,80.62217022250208,76.09901128130643,0.18421685872932725,0.1011982187628746,0.26353251934051514
sensitivity,Italian,energy_env_slope,1986,986,-2.2086915959020783,-1.891608436218595,-0.0958595787291231,-0.1645292192697525,-0.03967982903122902
sensitivity,Italian,energy_env_std,1986,986,3.229624925053248,1.7550882475481806,0.6515050021359721,0.5930300951004028,0.7086191177368164
sensitivity,Italian,spectral_rolloff,1986,986,1572.0937352451003,1410.824260033344,0.2780886621286915,0.20179510116577148,0.35721638798713684
sensitivity,Italian,zcr,1986,986,0.14174295337408227,0.12989066060195237,0.24354594145853836,0.18216900527477264,0.3174118399620056
sensitivity,Italian,harmonic_ratio,1986,986,0.43818201379887983,0.48456590685191214,-0.2236490228187003,-0.299356609582901,-0.1471160650253296
sensitivity,Italian,pause_ratio,1986,986,0.3041063456661443,0.3141477187126157,-0.15531799967569548,-0.23793931305408478,-0.09232069551944733
sensitivity,Italian,tempo_proxy,1986,986,4.986320096247875,5.177832866449194,-0.17376110109159806,-0.2510281801223755,-0.0903397724032402
sensitivity,Italian,pitch_energy_corr,1986,986,0.18423093124838483,0.07744930113320093,0.6126953906788727,0.5358423590660095,0.698574423789978
main,Polish,alpha_ratio,1000,809,0.13387869491993493,0.09835332785627209,0.34209247117629066,0.2695564925670624,0.4139745831489563
main,Polish,spectral_centroid,1000,809,914.3478484804326,859.0905586289362,0.23889492334678647,0.1645164042711258,0.3293449878692627
main,Polish,spectral_bandwidth,1000,809,716.3502718672473,665.8454816155903,0.3879824094986824,0.30938851833343506,0.48976120352745056
main,Polish,low_band_ratio,1000,809,0.6889243889897744,0.7034789348713979,-0.09241975214248814,-0.1739208698272705,-0.00847521424293518
main,Polish,mid_band_ratio,1000,809,0.2740526933515938,0.26419831261809806,0.06368781829516751,-0.03070683963596821,0.14538082480430603
main,Polish,high_band_ratio,1000,809,0.03702292184204293,0.03232275198397288,0.16027902245831993,0.07981498539447784,0.24230250716209412
main,Polish,pitch_mean,1000,809,190.2262888296011,145.5521521430656,0.924593801363117,0.8404352068901062,1.0192651748657227
main,Polish,pitch_std,1000,809,55.4660522112163,60.76286434216247,-0.28646610234208997,-0.37983182072639465,-0.2011897712945938
main,Polish,energy_env_slope,1000,809,-0.7751580944067061,-0.8611528205180955,0.07736960801276732,-0.01395067572593689,0.18212659657001495
main,Polish,energy_env_std,1000,809,1.0669611677452921,0.8942328393367224,0.1857205973139553,0.0989610105752945,0.27660438418388367
main,Polish,spectral_rolloff,1000,809,1425.8670713887843,1322.0499559798916,0.2963250694872348,0.20277026295661926,0.37859225273132324
main,Polish,zcr,1000,809,0.12477653119854884,0.11732895548371072,0.2565185656315722,0.16831518709659576,0.34128835797309875
main,Polish,harmonic_ratio,1000,809,0.6384501338276125,0.5491223914311166,0.4503017981216882,0.35574397444725037,0.539888858795166
main,Polish,pause_ratio,1000,809,0.2888363350440561,0.28798596268066584,0.016028586679811812,-0.06723979860544205,0.10561604052782059
main,Polish,tempo_proxy,1000,809,6.212624063859257,6.292789819690061,-0.07971876186332133,-0.17024573683738708,0.00712350569665432
main,Polish,pitch_energy_corr,1000,809,0.20227646631937768,0.11446627177668457,0.5429847418762629,0.44529786705970764,0.6377633213996887
sensitivity,Polish,alpha_ratio,1669,809,0.1314019837520937,0.09835332785627209,0.31523380106084853,0.2509923279285431,0.3711892366409302
sensitivity,Polish,spectral_centroid,1669,809,919.2364298255384,859.0905586289362,0.2592448837384655,0.18406562507152557,0.3333989977836609
sensitivity,Polish,spectral_bandwidth,1669,809,711.7453267963889,665.8454816155903,0.35835653225288955,0.28783118724823,0.4435434639453888
sensitivity,Polish,low_band_ratio,1669,809,0.6777144690583422,0.7034789348713979,-0.15748291443384696,-0.22451063990592957,-0.06961560249328613
sensitivity,Polish,mid_band_ratio,1669,809,0.2862311318494225,0.26419831261809806,0.13711180277010623,0.05539695918560028,0.21131442487239838
sensitivity,Polish,high_band_ratio,1669,809,0.03605440100630833,0.03232275198397288,0.13882627511971546,0.06272506713867188,0.2168738842010498
sensitivity,Polish,pitch_mean,1669,809,184.79943780881405,145.5521521430656,0.7971588970016805,0.7151851058006287,0.8716389536857605
sensitivity,Polish,pitch_std,1669,809,61.95952275377978,60.76286434216247,0.05847718518698192,-0.015102221630513668,0.13403107225894928
sensitivity,Polish,energy_env_slope,1669,809,-0.7079006310209076,-0.8611528205180955,0.1395950189757911,0.059226058423519135,0.21956771612167358
sensitivity,Polish,energy_env_std,1669,809,1.0453084128936156,0.8942328393367224,0.16414129139091854,0.08261670172214508,0.24723419547080994
sensitivity,Polish,spectral_rolloff,1669,809,1427.2120394590597,1322.0499559798916,0.30109102814497074,0.21105298399925232,0.3751285970211029
sensitivity,Polish,zcr,1669,809,0.12540743706117935,0.11732895548371072,0.27775218282451714,0.19551491737365723,0.35074520111083984
sensitivity,Polish,harmonic_ratio,1669,809,0.5614207355385658,0.5491223914311166,0.05835051022925596,-0.021689996123313904,0.14067892730236053
sensitivity,Polish,pause_ratio,1669,809,0.29093096314495887,0.28798596268066584,0.05628770041871365,-0.02755841426551342,0.1330418586730957
sensitivity,Polish,tempo_proxy,1669,809,6.16847874091445,6.292789819690061,-0.12150890903331596,-0.20613360404968262,-0.03712276369333267
sensitivity,Polish,pitch_energy_corr,1669,809,0.19860476189270973,0.11446627177668457,0.5275731286219887,0.44954922795295715,0.6125407218933105
